order_id,customer,state,city,order_date,total_units,revenue,product_name,category_name,brand_name,store_name,sales_rep
733,"Pamala Fowler",NY,"Ballston Spa",2017-02-26,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
762,"Wm Pope",NY,Auburn,2017-03-08,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
803,"Armando Black",TX,Richardson,2017-03-28,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
815,"Nanette Roman",CA,Glendora,2017-04-03,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
821,"Agustina Lawrence",NY,Brooklyn,2017-04-05,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
906,"Janine Manning",NY,"Howard Beach",2017-05-23,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
908,"Kerrie Morton",NY,Pittsford,2017-05-25,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
941,"Genny Hensley",CA,"Redondo Beach",2017-06-12,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
992,"Vicki Wiggins",NY,"Wappingers Falls",2017-07-07,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1025,"Tama Berg",NY,Hollis,2017-07-23,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1076,"Tangela Quinn",NY,"Richmond Hill",2017-08-19,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1087,"Kermit Bowman",TX,"El Paso",2017-08-22,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
1189,"Ira Erickson",NY,"Port Jefferson Station",2017-10-15,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1213,"Willis Randolph",TX,Harlingen,2017-10-27,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Rowlett Bikes","Layla Terrell"
1218,"Philip Bryan",CA,Oakland,2017-10-30,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
1304,"Lamar Bush",NY,Buffalo,2017-12-16,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1330,"Rod Hatfield",NY,Ronkonkoma,2018-01-04,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1439,"Jerlene Rios",NY,Plainview,2018-03-15,2,979.98,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1473,"Hayden Cross",CA,"Apple Valley",2018-03-30,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
1553,"Jamaal Albert",CA,Torrance,2018-04-18,1,489.99,"Electra Townie Original 7D - 2017","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1450,"Sophia Mcmillan",NY,Uniondale,2018-03-19,1,559.99,"Electra Townie Original 21D - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1331,"Cicely Deleon",NY,"Massapequa Park",2018-01-05,1,799.99,"Electra Townie Balloon 3i EQ Ladies' - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1353,"Malinda Baxter",NY,Whitestone,2018-01-17,1,799.99,"Electra Townie Balloon 3i EQ Ladies' - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1407,"Georgetta Hardin",NY,Canandaigua,2018-02-26,1,799.99,"Electra Townie Balloon 3i EQ Ladies' - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1472,"Thalia Horne",NY,Amityville,2018-03-29,1,799.99,"Electra Townie Balloon 3i EQ Ladies' - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1577,"Cesar Jackson",NY,Liverpool,2018-04-23,2,1599.98,"Electra Townie Balloon 3i EQ Ladies' - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1587,"Jenee Rasmussen",CA,Sacramento,2018-04-26,2,1599.98,"Electra Townie Balloon 3i EQ Ladies' - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
1409,"Tobie Little",TX,Victoria,2018-02-26,2,1799.98,"Electra Townie Balloon 7i EQ - 2018","Comfort Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
1474,"Marshall Johnson",CA,Vista,2018-03-30,1,899.99,"Electra Townie Balloon 7i EQ - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1568,"Bong Hebert",CA,Torrance,2018-04-21,1,899.99,"Electra Townie Balloon 7i EQ - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1605,"Robena Hill",TX,"Corpus Christi",2018-07-01,1,899.99,"Electra Townie Balloon 7i EQ - 2018","Comfort Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
1423,"Selene Vega",CA,Campbell,2018-03-06,1,449.99,"Electra Townie Original 1 - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
1491,"Lizzie Joyner",CA,Coachella,2018-04-04,1,449.99,"Electra Townie Original 1 - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1496,"Tameka Fisher",CA,"Redondo Beach",2018-04-06,1,449.99,"Electra Townie Original 1 - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1503,"Denis Logan",CA,Ridgecrest,2018-04-07,2,899.98,"Electra Townie Original 1 - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1517,"Louanne Martin",CA,"Yuba City",2018-04-11,2,5199.98,"Electra Townie Go! 8i - 2017/2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
1333,"Minerva Decker",TX,Houston,2018-01-06,2,1359.98,"Electra Townie Original 21D EQ - 2017/2018","Comfort Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
1410,"Ruthanne Franco",NY,Astoria,2018-02-27,1,679.99,"Electra Townie Original 21D EQ - 2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1484,"Guillermina Noble",NY,Baldwinsville,2018-04-02,2,1359.98,"Electra Townie Original 21D EQ - 2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1518,"Nova Hess",CA,Duarte,2018-04-11,2,1359.98,"Electra Townie Original 21D EQ - 2017/2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
1572,"Garry Espinoza",TX,Forney,2018-04-22,2,1359.98,"Electra Townie Original 21D EQ - 2017/2018","Comfort Bicycles",Electra,"Rowlett Bikes","Layla Terrell"
1350,"Kara Higgins",NY,Ossining,2018-01-15,1,749.99,"Electra Townie Balloon 3i EQ - 2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1386,"Dung Reid",CA,"Canyon Country",2018-02-09,1,899.99,"Electra Townie Balloon 7i EQ Ladies' - 2017/2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
1390,"Tenisha Lyons",NY,Amityville,2018-02-12,1,899.99,"Electra Townie Balloon 7i EQ Ladies' - 2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1475,"Yuk Vega",NY,"West Hempstead",2018-03-30,2,1799.98,"Electra Townie Balloon 7i EQ Ladies' - 2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1538,"Ashanti Parks",NY,Baldwin,2018-04-15,2,1799.98,"Electra Townie Balloon 7i EQ Ladies' - 2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1361,"Regine Odom",NY,"Franklin Square",2018-01-22,2,1499.98,"Electra Townie Balloon 8D EQ - 2016/2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1372,"Alma Peck",NY,Corona,2018-01-29,1,749.99,"Electra Townie Balloon 8D EQ - 2016/2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1411,"Monica Sears",CA,"San Jose",2018-03-01,2,1499.98,"Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
1480,"Santos Valencia",NY,Sunnyside,2018-04-01,2,1499.98,"Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1495,"Lissa Vargas",NY,Oswego,2018-04-05,2,1499.98,"Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1564,"Monika Berg",CA,Encino,2018-04-21,1,899.99,"Electra Townie Commute 27D - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1466,"Fannie Jenkins",CA,Oxnard,2018-03-26,2,1799.98,"Electra Townie Commute 27D Ladies - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1515,"Elinore Aguilar",TX,"San Angelo",2018-04-10,2,1799.98,"Electra Townie Commute 27D Ladies - 2018","Comfort Bicycles",Electra,"Rowlett Bikes","Layla Terrell"
1520,"Lorrie Becker",TX,Garland,2018-04-11,2,1799.98,"Electra Townie Commute 27D Ladies - 2018","Comfort Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
1578,"Corrina Sawyer",NY,Troy,2018-04-23,1,899.99,"Electra Townie Commute 27D Ladies - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1328,"Cher Alston",NY,Wantagh,2018-01-02,1,749.99,"Electra Townie Commute 8D - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1523,"Jacquline Duncan",NY,"Jackson Heights",2018-04-12,2,1499.98,"Electra Townie Commute 8D - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1571,"Sarai Mckee",NY,Buffalo,2018-04-22,2,1399.98,"Electra Townie Commute 8D Ladies' - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1355,"Katia Henry",NY,Bethpage,2018-01-19,2,899.98,"Electra Townie Original 1 Ladies' - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1524,"Melia Brady",NY,Maspeth,2018-04-12,1,449.99,"Electra Townie Original 1 Ladies' - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
1585,"Carola Rodriquez",CA,Banning,2018-04-26,1,449.99,"Electra Townie Original 1 Ladies' - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1521,"Saturnina Garner",CA,Glendora,2018-04-12,2,1359.98,"Electra Townie Original 21D EQ Ladies' - 2018","Comfort Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
1550,"Janetta Aguirre",NY,Lancaster,2018-04-17,2,1119.98,"Electra Townie Original 21D Ladies' - 2018","Comfort Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
16,"Lea Key",CA,Banning,2016-01-12,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
25,"Sam Lester",NY,Baldwin,2016-01-18,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
26,"Jackeline Colon",NY,"Wappingers Falls",2016-01-18,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
29,"Laureen Barry",NY,"Orchard Park",2016-01-20,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
35,"Neville Mcclain",NY,"West Hempstead",2016-01-22,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
45,"Carissa Cross",NY,"Huntington Station",2016-01-28,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
55,"Chanel May",NY,"Garden City",2016-02-04,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
59,"Rodney Odom",NY,"Richmond Hill",2016-02-05,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
67,"Lazaro Moran",TX,"Sugar Land",2016-02-09,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
86,"Lavette Wright",NY,Ronkonkoma,2016-02-21,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
93,"Cindie Franklin",CA,Lawndale,2016-02-26,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
94,"Thurman Ellis",CA,Pleasanton,2016-02-27,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
98,"Leticia Snyder",NY,Pittsford,2016-02-28,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
99,"Rikki Morrow",TX,"Fort Worth",2016-02-29,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Layla Terrell"
140,"Devin Velazquez",NY,Brentwood,2016-03-23,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
149,"Han Schneider",NY,Elmhurst,2016-03-28,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
160,"Harris Pittman",NY,Jamaica,2016-04-04,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
162,"Williemae Holloway",CA,Oakland,2016-04-06,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
175,"Steve Bender",NY,Scarsdale,2016-04-13,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
194,"Carroll Kelly",NY,Monroe,2016-04-28,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
195,"Kasha Sullivan",NY,Scarsdale,2016-04-28,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
214,"Kaci Gallegos",NY,"Ballston Spa",2016-05-10,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
223,"Veronique Fulton",NY,"Ballston Spa",2016-05-15,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
225,"Fransisca Nicholson",CA,Glendora,2016-05-17,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
239,"Lashawn Ortiz",TX,Longview,2016-05-27,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Layla Terrell"
255,"Ophelia Rodgers",NY,"Hopewell Junction",2016-06-03,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
256,"Theo Reese",NY,"Long Beach",2016-06-04,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
267,"Randolph Chase",CA,"San Lorenzo",2016-06-11,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
273,"Tona Velasquez",NY,Whitestone,2016-06-16,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
286,"Latasha Stanley",NY,"Rockville Centre",2016-06-25,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
290,"Marni Bolton",NY,Lancaster,2016-06-28,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
291,"Alane Kennedy",NY,"Spring Valley",2016-06-29,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
319,"Danyell Dickerson",NY,"Central Islip",2016-07-18,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
322,"Lea Irwin",NY,"New Windsor",2016-07-19,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
330,"Gabriel Pitts",NY,"Clifton Park",2016-07-24,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
335,"Phebe Soto",NY,"South Ozone Park",2016-07-25,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
346,"Lynne Anderson",TX,"El Paso",2016-08-01,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Layla Terrell"
354,"Jenine Crane",TX,"Fort Worth",2016-08-03,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
357,"Garry Espinoza",TX,Forney,2016-08-05,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
358,"Larissa Hays",NY,Elmont,2016-08-05,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
363,"Brain Skinner",TX,Euless,2016-08-11,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
366,"Arielle Levine",TX,Garland,2016-08-13,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Layla Terrell"
368,"Amina Salazar",NY,Canandaigua,2016-08-14,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
375,"Christiane Bradford",NY,"Orchard Park",2016-08-17,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
381,"Vanessa West",NY,"New Rochelle",2016-08-19,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
383,"Aleta Mack",NY,"Bay Shore",2016-08-20,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
384,"Conception Slater",NY,Bellmore,2016-08-20,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
385,"Odette Moses",NY,Newburgh,2016-08-20,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
409,"Luke Fuller",NY,Hempstead,2016-09-01,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
425,"Tessie Farmer",NY,Plattsburgh,2016-09-08,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
434,"Rochell Cantrell",NY,"Port Jefferson Station",2016-09-13,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
458,"Andy O'neill",NY,"Rego Park",2016-09-25,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
472,"Jeanett Herman",NY,Lindenhurst,2016-09-30,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
478,"Jayme Zamora",NY,"Springfield Gardens",2016-10-02,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
479,"Ivette Warren",NY,"Franklin Square",2016-10-03,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
491,"Ji Burt",CA,"Apple Valley",2016-10-08,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
496,"Ayanna Rhodes",NY,Hicksville,2016-10-10,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
498,"Divina Reeves",NY,Newburgh,2016-10-10,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
512,"Jacquline Duncan",NY,"Jackson Heights",2016-10-19,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
517,"Margene Eaton",NY,Wantagh,2016-10-21,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
522,"Lois Steele",NY,Ossining,2016-10-23,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
526,"Tonda Webb",NY,Baldwinsville,2016-10-26,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
528,"Gayle Wilkinson",NY,Lindenhurst,2016-10-28,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
534,"Farrah Orr",NY,"New Hyde Park",2016-10-29,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
539,"Jewel Sparks",NY,"Oakland Gardens",2016-11-02,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
544,"Chere Hardin",NY,Brooklyn,2016-11-06,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
558,"Lezlie Lamb",NY,"Central Islip",2016-11-15,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
566,"Jennie Middleton",CA,Upland,2016-11-22,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
578,"Yahaira Robertson",NY,Endicott,2016-11-27,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
580,"Vonda Berger",CA,"Santa Clara",2016-11-30,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Genna Serrano"
587,"Grace Madden",CA,"San Pablo",2016-12-06,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
592,"Jong Guthrie",NY,Bethpage,2016-12-06,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
594,"Tisha Petty",TX,"San Antonio",2016-12-07,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
614,"Eun Harris",CA,"San Diego",2016-12-18,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Santa Cruz Bikes","Mireya Copeland"
624,"Ghislaine Compton",NY,Lindenhurst,2016-12-24,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
630,"Loyce Conway",NY,"Central Islip",2016-12-26,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
645,"Consuela Collier",NY,"North Tonawanda",2017-01-08,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
741,"Thalia Dillard",TX,"San Angelo",2017-02-28,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
760,"Khalilah Robertson",NY,"Spring Valley",2017-03-07,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
807,"Lenore Valdez",NY,"Spring Valley",2017-03-30,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
834,"Rosanne George",NY,Ossining,2017-04-12,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
884,"Erlinda Humphrey",NY,"New Windsor",2017-05-11,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
933,"Alita Salinas",NY,Uniondale,2017-06-07,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
981,"Cecilia Camacho",TX,Desoto,2017-06-26,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Rowlett Bikes","Kali Vargas"
1034,"Elaina Key",NY,Plainview,2017-07-30,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1125,"Krissy Ochoa",NY,"Port Washington",2017-09-14,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1150,"Kim Clark",NY,Merrick,2017-09-28,2,539.98,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Venita Daniel"
1185,"Arline Lawson",NY,Hempstead,2017-10-14,1,269.99,"Electra Cruiser 1 (24-Inch), - 2016","Children Bicycles",Electra,"Baldwin Bikes","Marcelene Boyer"
